"cod_modelo_color","cod_color_code","des_color_specification_esp","des_agrup_color_eng","des_sex","des_age","des_line","des_fabric","des_product_category","des_product_aggregated_family","des_product_family","des_product_type","des_filename"
"57015982-78","78","BURDEOS","RED","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57015982_78.jpg"
"57057717-OR","OR","ORO","WHITE","Female","Adult","SHE","K-CIRCULAR","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57057717_OR.jpg"
"57006011-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57006011_OR.jpg"
"57027741-20","20","NARANJA","ORANGE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Scarf","datathon/images/2023_57027741_20.jpg"
"67040288-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2024_67040288_99.jpg"
"43035742-01","01","BLANCO","WHITE","Male","Adult","HE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2019_43035742_01.jpg"
"43045777-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Swim and intimate","Swimwear","Bikini top","datathon/images/2019_43045777_99.jpg"
"43027025-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2019_43027025_99.jpg"
"53070584-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_53070584_02.jpg"
"53020606-30","30","MARRON","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53020606_30.jpg"
"53070520-52","52","AZUL","BLUE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2019_53070520_52.jpg"
"53020866-13","13","AMARILLO FLUOR","YELLOW","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2019_53020866_13.jpg"
"53063714-06","06","PIEDRA","WHITE","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53063714_06.jpg"
"53080913-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_53080913_02.jpg"
"53070860-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53070860_05.jpg"
"53045028-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53045028_99.jpg"
"51093789-30","30","MARRON","BROWN","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2019_51093789_30.jpg"
"53075778-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53075778_99.jpg"
"57035904-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2019_57035904_02.jpg"
"57955903-43","43","VERDE","GREEN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Ankle Boots","datathon/images/2019_57955903_43.jpg"
"53005032-TN","TN","TEJANO NEGRO","GREY","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2019_53005032_TN.jpg"
"57075941-96","96","GRIS OSCURO VIGORE","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57075941_96.jpg"
"57007900-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57007900_99.jpg"
"57017901-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57017901_05.jpg"
"47024024-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2023_47024024_OR.jpg"
"47093770-TM","TM","TEJANO MEDIO","BLUE","Female","Adult","SHE","J-JEANS","Outerwear","Jackets and Blazers","Vest","Vest","datathon/images/2023_47093770_TM.jpg"
"47037839-30","30","MARRON","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_47037839_30.jpg"
"47037128-08","08","BEIGE","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_47037128_08.jpg"
"57082001-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57082001_99.jpg"
"57040780-81","81","ROSA PASTEL","PINK","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57040780_81.jpg"
"47038650-06","06","PIEDRA","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_47038650_06.jpg"
"57002891-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57002891_05.jpg"
"57012898-TM","TM","TEJANO MEDIO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_57012898_TM.jpg"
"57034017-08","08","BEIGE","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Kerchief","datathon/images/2023_57034017_08.jpg"
"57041115-85","85","ROSA","PINK","Female","Adult","SHE","P-PLANA","Tops","Tops","Tops","Top","datathon/images/2023_57041115_85.jpg"
"57043803-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57043803_99.jpg"
"57093811-05","05","CRUDO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","Shirts","Shirt","Blouse","datathon/images/2023_57093811_05.jpg"
"57045800-94","94","GRIS MEDIO VIGORE","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2023_57045800_94.jpg"
"57057752-09","09","CAMEL","WHITE","Female","Adult","SHE","L-PIEL","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57057752_09.jpg"
"57088634-85","85","ROSA","PINK","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2023_57088634_85.jpg"
"57009098-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57009098_99.jpg"
"41085754-09","09","CAMEL","WHITE","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Trenchcoats","Trenchcoat","datathon/images/2019_41085754_09.jpg"
"41085019-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2019_41085019_02.jpg"
"53070609-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Tops","Tops","Top","datathon/images/2019_53070609_02.jpg"
"53010608-50","50","CELESTE","BLUE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53010608_50.jpg"
"53063706-56","56","NAVY","BLUE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2019_53063706_56.jpg"
"53015714-96","96","GRIS OSCURO VIGORE","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2019_53015714_96.jpg"
"53053710-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_53053710_99.jpg"
"53083715-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_53083715_05.jpg"
"53040970-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53040970_02.jpg"
"53095748-92","92","GRIS","GREY","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53095748_92.jpg"
"53063785-15","15","MOSTAZA","YELLOW","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53063785_15.jpg"
"53095735-PL","PL","PLATA","GREY","Female","Adult","SHE","P-PLANA","Tops","Tops","Tops","Top","datathon/images/2019_53095735_PL.jpg"
"53085022-20","20","NARANJA","ORANGE","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53085022_20.jpg"
"53095773-08","08","BEIGE","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_53095773_08.jpg"
"57047884-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_57047884_02.jpg"
"57004005-15","15","MOSTAZA","YELLOW","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_57004005_15.jpg"
"57034384-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_57034384_99.jpg"
"57019205-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_57019205_99.jpg"
"57004393-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57004393_99.jpg"
"57069208-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_57069208_99.jpg"
"57047699-37","37","KHAKI","BROWN","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_57047699_37.jpg"
"47082880-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Totes bag","datathon/images/2023_47082880_99.jpg"
"47015855-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2023_47015855_OR.jpg"
"47075862-68","68","MALVA","PURPLE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Wallets & cases","Wallet","datathon/images/2023_47075862_68.jpg"
"57010046-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2023_57010046_99.jpg"
"57010601-82","82","ROSA LIGHT","PINK","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Sunglasses","datathon/images/2023_57010601_82.jpg"
"57050176-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57050176_99.jpg"
"57050250-30","30","MARRON","BROWN","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57050250_30.jpg"
"57050273-43","43","VERDE","GREEN","Female","Adult","SHE","P-PLANA","Tops","Tops","Tops","Top","datathon/images/2023_57050273_43.jpg"
"57010756-08","08","BEIGE","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57010756_08.jpg"
"57010293-05","05","CRUDO","WHITE","Female","Adult","SHE","J-JEANS","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57010293_05.jpg"
"57010241-01","01","BLANCO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57010241_01.jpg"
"57032883-46","46","TURQUESA","BLUE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57032883_46.jpg"
"57040365-69","69","MARINO","BLUE","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2023_57040365_69.jpg"
"57025956-37","37","KHAKI","BROWN","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57025956_37.jpg"
"57032890-46","46","TURQUESA","BLUE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57032890_46.jpg"
"57053800-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Leggings and joggers","Leggings","datathon/images/2023_57053800_99.jpg"
"57034774-50","50","CELESTE","BLUE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57034774_50.jpg"
"57081176-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Shoes","datathon/images/2023_57081176_PL.jpg"
"57074434-08","08","BEIGE","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57074434_08.jpg"
"57047745-85","85","ROSA","PINK","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57047745_85.jpg"
"57056022-99","99","NEGRO","GREY","Female","Adult","SHE","L-PIEL","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57056022_99.jpg"
"57089098-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57089098_99.jpg"
"57078273-30","30","MARRON","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Crossbody bag","datathon/images/2023_57078273_30.jpg"
"57078635-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Shoulder bag","datathon/images/2023_57078635_99.jpg"
"57019102-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2023_57019102_99.jpg"
"43035022-23","23","MANDARINA","ORANGE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_43035022_23.jpg"
"53040611-37","37","KHAKI","BROWN","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2019_53040611_37.jpg"
"53030613-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2019_53030613_05.jpg"
"53020667-32","32","CHOCOLATE","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Glasses","datathon/images/2019_53020667_32.jpg"
"53043026-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2019_53043026_99.jpg"
"51030736-70","70","ROJO","RED","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_51030736_70.jpg"
"43089077-01","01","BLANCO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2019_43089077_01.jpg"
"51043728-56","56","NAVY","BLUE","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2019_51043728_56.jpg"
"53003738-28","28","TERRACOTA","ORANGE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53003738_28.jpg"
"51090925-15","15","MOSTAZA","YELLOW","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_51090925_15.jpg"
"51030979-07","07","ARENA","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_51030979_07.jpg"
"51031021-68","68","MALVA","PURPLE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_51031021_68.jpg"
"53033766-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2019_53033766_OR.jpg"
"51053786-52","52","AZUL","BLUE","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2019_51053786_52.jpg"
"53083787-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2019_53083787_OR.jpg"
"51055033-79","79","CALDERO","RED","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2019_51055033_79.jpg"
"53075772-76","76","GRANATE","RED","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_53075772_76.jpg"
"57075129-76","76","GRANATE","RED","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57075129_76.jpg"
"57077650-91","91","GRIS CLARO VIGORE","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2019_57077650_91.jpg"
"51023794-09","09","CAMEL","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_51023794_09.jpg"
"57059604-01","01","BLANCO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57059604_01.jpg"
"47042516-08","08","BEIGE","WHITE","Unisex","Adult","HOME","C-COMPLEMENTOS","Home","Decor","Deco Accessories","Basket","datathon/images/2023_47042516_08.jpg"
"47067110-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Belts and Ties","Belt","datathon/images/2023_47067110_OR.jpg"
"47055866-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_47055866_02.jpg"
"57000256-88","88","FUCSIA","PINK","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57000256_88.jpg"
"57010731-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57010731_99.jpg"
"57050158-TN","TN","TEJANO NEGRO","GREY","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2023_57050158_TN.jpg"
"57040282-07","07","ARENA","WHITE","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2023_57040282_07.jpg"
"57040277-35","35","TOPO","BROWN","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57040277_35.jpg"
