"cod_outfit","cod_modelo_color"
1166,"43063738-46"
1166,"43063738-OR"
1166,"43027025-08"
1166,"53030601-81"
1248,"43075794-OR"
1248,"53090511-CU"
1248,"53030715-OR"
1248,"53080809-OR"
1248,"53070830-OR"
1248,"43025785-OR"
1248,"53050632-08"
1248,"53030898-08"
1406,"43075794-OR"
1406,"43073737-OR"
1406,"53080880-37"
1406,"43063738-OR"
1406,"43057767-70"
1406,"53030691-OR"
1406,"53080716-OR"
1406,"43027025-99"
1406,"43055757-02"
1406,"43035012-05"
1406,"43013749-09"
1406,"53040881-37"
1406,"43095786-30"
1414,"43075794-OR"
1414,"43005802-OR"
1414,"43073737-OR"
1414,"43063738-46"
1414,"43025786-OR"
1414,"43027739-01"
1414,"43013749-09"
1414,"53040970-99"
1769,"43075794-OR"
1769,"43005802-OR"
1769,"43025786-OR"
1769,"43047758-05"
1769,"53030636-07"
1769,"43003756-OR"
1769,"43013764-99"
1769,"41085800-02"
1769,"53060592-02"
2184,"43075794-OR"
2184,"43005802-OR"
2184,"43073737-OR"
2184,"43063738-46"
2184,"43025786-OR"
2184,"43013748-01"
2184,"53020587-81"
2184,"53080586-81"
2236,"43075794-OR"
2236,"43073737-OR"
2236,"53080880-37"
2236,"43047758-05"
2236,"43063738-OR"
2236,"43057767-70"
2236,"53070592-08"
2236,"53030691-OR"
2236,"43027025-99"
2236,"53050681-OR"
2236,"51090921-37"
2236,"53040881-37"
2236,"53080616-07"
1611,"41041002-02"
1611,"43063738-46"
1611,"53050829-OR"
1611,"53030715-OR"
1611,"53040519-08"
1611,"53043037-OR"
1611,"53050831-OR"
1611,"43083762-01"
1611,"41039067-05"
1611,"53070530-07"
1611,"53050905-81"
1611,"53090850-30"
13,"53060511-08"
13,"53040578-01"
13,"51000638-99"
13,"53050803-OR"
13,"53070830-OR"
13,"53080828-OR"
24,"53060511-08"
24,"53030691-OR"
24,"53080828-OR"
24,"53080871-99"
24,"51000924-TM"
56,"53060511-08"
56,"53060830-OR"
56,"51011028-70"
56,"53050630-09"
56,"53003766-OR"
151,"53060511-08"
151,"53090511-CU"
151,"53040521-07"
151,"53090827-OR"
151,"53025025-05"
151,"53063037-OR"
151,"53040904-02"
151,"51030703-05"
151,"53090636-99"
151,"53060745-02"
151,"53020578-07"
151,"53050753-32"
153,"53060511-08"
153,"53090511-CU"
153,"53050803-OR"
153,"53080828-OR"
153,"51030736-20"
384,"53060511-08"
384,"53030636-07"
384,"53021059-08"
384,"53063037-OR"
384,"53023035-OR"
384,"51070638-14"
494,"53060511-08"
494,"43077738-CU"
494,"43015788-OR"
494,"51090485-06"
494,"43077801-05"
499,"53060511-08"
499,"53050576-01"
499,"53030691-OR"
499,"53010582-01"
499,"43025787-OR"
499,"51090637-02"
561,"53060511-08"
561,"53040578-01"
561,"53050803-OR"
561,"53070830-OR"
561,"53080828-OR"
561,"53080868-50"
561,"41083009-08"
561,"53000578-01"
824,"53060511-08"
824,"53090511-CU"
824,"53030691-OR"
824,"53080809-OR"
824,"53050831-OR"
824,"53050585-02"
824,"53010870-05"
832,"53060511-08"
832,"53040578-01"
832,"53050803-OR"
832,"53070830-OR"
832,"53080828-OR"
832,"53010925-01"
835,"53060511-08"
835,"43047758-05"
835,"53040519-08"
835,"53040712-OR"
835,"53010926-52"
835,"53090913-52"
852,"53060511-08"
852,"53040521-07"
852,"53080809-OR"
852,"53010995-99"
974,"53060511-08"
974,"43047758-05"
974,"53030691-OR"
974,"53040519-08"
974,"53020591-02"
997,"53060511-08"
997,"43005802-OR"
997,"53030636-07"
997,"53043037-OR"
997,"53033776-OR"
997,"43033720-23"
997,"43035012-05"
997,"53020670-30"
1014,"53060511-08"
1014,"53030636-07"
1014,"53030691-OR"
1014,"53021059-08"
1014,"53060830-OR"
1014,"43025787-OR"
1014,"53020768-02"
1023,"53060511-08"
1023,"53040578-01"
1023,"53080809-OR"
1023,"53050682-70"
1023,"53020884-01"
1023,"53083025-02"
1023,"53080544-50"
1052,"53060511-08"
1052,"43073737-OR"
1052,"53050576-01"
1052,"43003754-OR"
1052,"51053024-05"
1052,"53023042-85"
1145,"53060511-08"
1145,"53090511-CU"
1145,"53030691-OR"
1145,"53030547-05"
1145,"43097037-02"
1164,"53060511-08"
1164,"53080809-OR"
1164,"53080871-99"
1164,"53073037-99"
1164,"53030597-99"
1177,"53060511-08"
1177,"53030691-OR"
1177,"53080716-OR"
1177,"53040519-08"
1177,"53193794-OR"
1177,"53050831-OR"
1177,"51030705-05"
1177,"53103804-OR"
1177,"51090674-37"
1177,"53030624-06"
1242,"53060511-08"
1242,"53040578-01"
1242,"53080809-OR"
1242,"53050682-70"
1242,"53000586-TC"
1242,"53030871-05"
1242,"53093762-OR"
1256,"53060511-08"
1256,"43063738-46"
1256,"53050829-OR"
1256,"53030636-07"
1256,"53030691-OR"
1256,"53030715-OR"
1256,"53060830-OR"
1256,"43025787-OR"
1256,"53080920-99"
1256,"53030992-05"
1261,"53060511-08"
1261,"53050829-OR"
1261,"43003754-OR"
1261,"43077738-99"
1261,"53031038-99"
1266,"53060511-08"
1266,"43073737-OR"
1266,"43003754-OR"
1266,"53073772-80"
1266,"53020884-01"
1266,"53031101-07"
1352,"53060511-08"
1352,"43063738-46"
1352,"53050829-OR"
1352,"53040521-07"
1352,"53080809-OR"
1352,"53043037-OR"
1352,"41089072-05"
1371,"53060511-08"
1371,"53090511-CU"
1371,"53080809-OR"
1371,"53040590-45"
1371,"53070717-OR"
1389,"53060511-08"
1389,"43031107-01"
1389,"53050576-01"
1389,"53030691-OR"
1389,"53080716-OR"
1389,"53050831-OR"
1389,"53040627-01"
1412,"53060511-08"
1412,"53090511-CU"
1412,"53030715-OR"
1412,"43057797-07"
1412,"53040904-02"
1422,"53060511-08"
1422,"53030691-OR"
1422,"53030963-99"
1422,"51053024-99"
1422,"53041130-99"
1554,"53060511-08"
1554,"53050829-OR"
1554,"53030691-OR"
1554,"53040521-07"
1554,"53050611-02"
1554,"43047718-02"
1610,"53060511-08"
1610,"53090511-CU"
1610,"53050803-OR"
1610,"53070830-OR"
1610,"53080828-OR"
1610,"53050905-37"
1610,"43045011-42"
1615,"53060511-08"
1615,"53040578-01"
1615,"53080809-OR"
1615,"53050682-70"
1615,"53050915-TC"
1615,"53050923-TC"
1616,"53060511-08"
1616,"53040578-01"
1616,"53080809-OR"
1616,"53050682-70"
1616,"53050915-TC"
1616,"53050923-TC"
1742,"53060511-08"
1742,"43063738-46"
1742,"53050829-OR"
1742,"53030636-07"
1742,"53030715-OR"
1742,"53043037-OR"
1742,"41039070-80"
1746,"53060511-08"
1746,"43077738-CU"
1746,"43015788-OR"
1746,"43035012-05"
1746,"53060522-85"
1957,"53060511-08"
1957,"43073737-OR"
1957,"53030636-07"
1957,"43007785-05"
1957,"43095022-OR"
1957,"53070520-52"
2013,"53060511-08"
2013,"53030636-07"
2013,"53030691-OR"
2013,"53060830-OR"
2013,"43025787-OR"
2013,"53070765-05"
2089,"53060511-08"
2089,"53040578-01"
2089,"53030715-OR"
2089,"53073730-05"
2162,"53060511-08"
2162,"43073737-OR"
2162,"53030636-07"
2162,"43095022-OR"
2162,"43049062-05"
2162,"53080520-02"
2217,"53060511-08"
2217,"53040578-01"
2217,"53030691-OR"
2217,"43025787-OR"
2217,"53080687-14"
2217,"53093036-13"
2445,"53060511-08"
2445,"53040578-01"
2445,"53091158-OR"
2445,"53080809-OR"
2445,"53090966-99"
2469,"53060511-08"
2469,"53040578-01"
2469,"53030691-OR"
2469,"43025787-OR"
2469,"53080687-14"
2469,"53093036-13"
2482,"53060511-08"
2482,"53090511-CU"
2482,"53053763-30"
2482,"53033776-OR"
2482,"53103798-OR"
2482,"53093746-TO"
2482,"53023753-99"
2482,"53030613-05"
2482,"53043714-09"
18,"43005802-OR"
18,"53090511-CU"
18,"43050805-OR"
18,"51000640-37"
18,"41047044-20"
18,"43023758-08"
18,"43090725-32"
91,"43005802-OR"
91,"43073737-OR"
91,"43063738-46"
91,"43025786-OR"
91,"53030636-07"
91,"51020622-02"
91,"43057762-01"
91,"43023733-09"
91,"43003756-OR"
93,"43005802-OR"
93,"43073737-OR"
93,"43063738-46"
93,"43025786-OR"
93,"43003756-OR"
93,"51020622-92"
93,"43087018-BL"
93,"43027025-99"
93,"43077046-05"
141,"43005802-OR"
141,"43073737-OR"
141,"43063738-46"
141,"53050576-01"
141,"43030693-OR"
141,"43013764-01"
141,"43060860-03"
141,"51030620-85"
141,"43065782-61"
148,"43005802-OR"
148,"43073737-OR"
148,"43063738-46"
148,"43030693-OR"
148,"43027025-99"
148,"51030644-02"
148,"43015024-99"
150,"43005802-OR"
150,"43073737-OR"
150,"43025786-OR"
150,"43030693-OR"
150,"43047758-05"
150,"43063738-OR"
150,"53040578-01"
150,"43095747-99"
150,"51030644-99"
154,"43005802-OR"
154,"43085020-99"
154,"51030736-70"
154,"43013764-99"
204,"43005802-OR"
204,"43073737-OR"
204,"43063738-46"
204,"43063738-OR"
204,"53050630-09"
204,"43045788-28"
204,"43003751-OR"
204,"51040615-08"
204,"43047046-05"
204,"43005029-08"
209,"43005802-OR"
209,"43073737-OR"
209,"43063738-46"
209,"43025786-OR"
209,"43030693-OR"
209,"53090511-CU"
209,"44045825-OR"
209,"51040641-20"
209,"53090517-08"
210,"43005802-OR"
210,"53050595-OR"
210,"43073754-OR"
210,"43047042-07"
210,"43015796-OR"
210,"43090723-OR"
210,"51040641-56"
325,"43005802-OR"
325,"43073737-OR"
325,"43063738-46"
325,"53090511-CU"
325,"43077046-05"
325,"43060860-03"
325,"43085744-08"
325,"51060621-30"
326,"43005802-OR"
326,"43073737-OR"
326,"43063738-46"
326,"43025786-OR"
326,"53090511-CU"
326,"53050595-OR"
326,"43005812-52"
326,"51060621-76"
329,"43005802-OR"
329,"43073737-OR"
329,"43063738-46"
329,"43025786-OR"
329,"53090511-CU"
329,"43069088-08"
329,"51060662-70"
330,"43005802-OR"
330,"43030693-OR"
330,"53043037-OR"
330,"43023758-08"
330,"53033776-OR"
330,"43080721-OR"
330,"53050630-09"
330,"51060676-10"
434,"43005802-OR"
434,"43063738-OR"
434,"43073754-OR"
434,"43063737-OR"
434,"43003751-OR"
434,"43047042-07"
434,"43053737-OR"
434,"51080620-76"
440,"43005802-OR"
440,"53040578-01"
440,"43025787-OR"
440,"43005033-OR"
440,"51080804-08"
440,"53050624-45"
440,"43055757-02"
441,"43005802-OR"
441,"53090511-CU"
441,"43003746-05"
441,"43025787-OR"
441,"43085809-28"
441,"43045788-28"
441,"51080804-99"
441,"43063765-02"
502,"43005802-OR"
502,"43073754-OR"
502,"53050518-99"
502,"43047042-07"
502,"43015796-OR"
502,"43090723-OR"
502,"43007785-05"
502,"51090640-30"
503,"43005802-OR"
503,"43073737-OR"
503,"43063738-46"
503,"43025786-OR"
503,"53050548-99"
503,"53090511-CU"
503,"43005812-52"
503,"41087039-12"
503,"51090640-99"
505,"43005802-OR"
505,"43025786-OR"
505,"53030636-07"
505,"43003756-OR"
505,"43063737-OR"
505,"43035799-09"
505,"51090674-37"
505,"43075033-02"
563,"43005802-OR"
563,"53040578-01"
563,"53033776-OR"
563,"43013764-01"
563,"53080868-50"
563,"53000578-BL"
563,"43037019-BL"
563,"43023763-01"
568,"43005802-OR"
568,"53070592-08"
568,"43098835-CU"
568,"53000586-01"
568,"43017712-02"
568,"53030683-OR"
589,"43005802-OR"
589,"43073737-OR"
589,"43025786-OR"
589,"43030693-OR"
589,"43063738-OR"
589,"53090511-CU"
589,"43080721-OR"
589,"43090723-OR"
589,"43035799-09"
589,"53000617-12"
589,"43095808-08"
590,"43005802-OR"
590,"43073737-OR"
590,"43025786-OR"
590,"43030693-OR"
590,"43063738-OR"
590,"43080721-OR"
590,"43013748-09"
590,"43047042-07"
590,"43005827-05"
590,"53000617-50"
606,"43005802-OR"
606,"43073737-OR"
606,"43025786-OR"
606,"43063738-OR"
606,"43080721-OR"
606,"43003756-OR"
606,"53000671-70"
606,"43027020-01"
606,"41095829-02"
606,"43050898-30"
606,"43005028-87"
627,"43005802-OR"
627,"43027739-01"
627,"53000867-86"
627,"43095826-02"
627,"43005025-PL"
628,"43005802-OR"
628,"43047758-05"
628,"43063738-OR"
628,"43073754-OR"
628,"43003751-OR"
628,"43027739-99"
628,"43053737-OR"
628,"43057021-01"
628,"53000874-01"
628,"43005027-99"
796,"43005802-OR"
796,"53043037-OR"
796,"53033776-OR"
796,"53050630-09"
796,"53083035-50"
796,"53010573-TM"
821,"43005802-OR"
821,"43073737-OR"
821,"43063738-46"
821,"53090511-CU"
821,"41045021-02"
821,"43003756-OR"
821,"43060860-03"
821,"53010842-01"
821,"53020928-02"
821,"43005032-99"
975,"43005802-OR"
975,"43073737-OR"
975,"53050576-01"
975,"43090723-OR"
975,"53020602-15"
975,"43030715-OR"
995,"43005802-OR"
995,"53040578-01"
995,"53080828-OR"
995,"53033776-OR"
995,"43090723-OR"
995,"43027020-01"
995,"53020670-01"
995,"41039066-43"
999,"43005802-OR"
999,"53043037-OR"
999,"53033776-OR"
999,"53040593-08"
999,"53090827-OR"
999,"43080721-OR"
999,"53050690-01"
999,"41005828-05"
999,"53020670-81"
1180,"43005802-OR"
1180,"43073737-OR"
1180,"53040578-01"
1180,"53050595-OR"
1180,"53080545-07"
1180,"43090723-OR"
1180,"43030715-OR"
1180,"53030647-07"
1189,"43005802-OR"
1189,"43073737-OR"
1189,"43063738-46"
1189,"43025786-OR"
1189,"53030636-07"
1189,"53050683-92"
1189,"53030653-56"
1189,"43003701-TO"
1190,"43005802-OR"
1190,"43073737-OR"
1190,"43063738-46"
1190,"43025786-OR"
1190,"43003756-OR"
1190,"43077738-CU"
1190,"43013748-01"
1190,"43035799-09"
1190,"53030653-70"
1190,"41075777-09"
1196,"43005802-OR"
1196,"43073737-OR"
1196,"43025786-OR"
1196,"43030693-OR"
1196,"43047758-05"
1196,"43063738-OR"
1196,"43047042-07"
1196,"53030663-09"
1196,"41075814-08"
1196,"41085028-20"
1200,"43005802-OR"
1200,"43063738-46"
1200,"43025786-OR"
1200,"53070861-11"
1200,"43030693-OR"
1200,"43047042-07"
1200,"43087779-TN"
1200,"53030665-99"
1200,"41085754-09"
1366,"43005802-OR"
1366,"43003754-OR"
1366,"53090511-CU"
1366,"53050632-08"
1366,"53040548-05"
1366,"41047043-85"
1366,"43065785-OR"
1383,"43005802-OR"
1383,"53090511-CU"
1383,"53040593-08"
1383,"43073754-OR"
1383,"41057806-05"
1383,"53030613-28"
1383,"53040613-28"
1386,"43005802-OR"
1386,"53050576-01"
1386,"41045021-02"
1386,"43005033-OR"
1386,"43005827-83"
1386,"53040623-02"
1386,"43025788-70"
1394,"43005802-OR"
1394,"43073737-OR"
1394,"53040578-01"
1394,"53050683-92"
1394,"53040644-02"
1394,"43060804-OR"
1395,"43005802-OR"
1395,"53090511-CU"
1395,"53070631-08"
1395,"53043037-OR"
1395,"53033776-OR"
1395,"53090827-OR"
1395,"43069088-08"
1395,"53040644-37"
1413,"43005802-OR"
1413,"43073737-OR"
1413,"43003756-OR"
1413,"43015024-99"
1413,"43027739-99"
1413,"53040970-02"
1541,"43005802-OR"
1541,"43073737-OR"
1541,"43063738-46"
1541,"43025786-OR"
1541,"53030636-07"
1541,"43057767-70"
1541,"53040593-08"
1541,"53050585-02"
1541,"41055822-08"
1541,"43003753-OR"
1541,"53080528-28"
1541,"43017838-11"
1542,"43005802-OR"
1542,"43063738-46"
1542,"53050630-09"
1542,"43013748-09"
1542,"43080787-35"
1542,"43090723-OR"
1542,"53050585-28"
1542,"41025782-23"
1542,"43003738-OR"
1561,"43005802-OR"
1561,"43073737-OR"
1561,"43063738-46"
1561,"43025786-OR"
1561,"53090511-CU"
1561,"43005812-52"
1561,"53050623-52"
1590,"43005802-OR"
1590,"43073737-OR"
1590,"43063738-46"
1590,"43025786-OR"
1590,"43003756-OR"
1590,"43047042-07"
1590,"53050722-99"
1590,"43025819-TN"
1623,"43005802-OR"
1623,"43025786-OR"
1623,"43030693-OR"
1623,"43063738-OR"
1623,"53040578-01"
1623,"43080721-OR"
1623,"43090723-OR"
1623,"41095799-02"
1623,"53050987-01"
1771,"43005802-OR"
1771,"43073737-OR"
1771,"53050548-99"
1771,"53090511-CU"
1771,"53040593-08"
1771,"43090723-OR"
1771,"43030715-OR"
1771,"53060600-05"
1793,"43005802-OR"
1793,"43063738-OR"
1793,"53040578-01"
1793,"53070592-08"
1793,"53080828-OR"
1793,"53033776-OR"
1793,"41029069-83"
1793,"53060641-92"
1795,"43005802-OR"
1795,"43063738-46"
1795,"43031107-01"
1795,"43073754-OR"
1795,"43063737-OR"
1795,"43003751-OR"
1795,"43027739-99"
1795,"43033720-15"
1795,"43035799-09"
1795,"53060649-02"
1799,"43005802-OR"
1799,"43073737-OR"
1799,"53040578-01"
1799,"53050548-99"
1799,"43090723-OR"
1799,"43030715-OR"
1799,"53060658-74"
2031,"43005802-OR"
2031,"53050576-01"
2031,"53050548-99"
2031,"43025787-OR"
2031,"43005033-OR"
2031,"41039066-43"
2031,"53070906-13"
2031,"43023763-99"
2043,"43005802-OR"
2043,"53050576-01"
2043,"53040578-01"
2043,"53030691-OR"
2043,"53060830-OR"
2043,"53033767-90"
2043,"53090591-12"
2043,"57005937-OR"
2043,"53071003-68"
2057,"43005802-OR"
2057,"43063738-46"
2057,"43025786-OR"
2057,"53090511-CU"
2057,"43013764-01"
2057,"43005812-52"
2057,"43023763-01"
2057,"43005032-99"
2057,"53073000-99"
2163,"43005802-OR"
2163,"53090511-CU"
2163,"43050805-OR"
2163,"53040593-08"
2163,"43073754-OR"
2163,"53080520-06"
2163,"41085019-02"
2164,"43005802-OR"
2164,"43085020-99"
2164,"43073737-OR"
2164,"43003754-OR"
2164,"43029064-99"
2164,"53080520-09"
2164,"43070853-OR"
2171,"43005802-OR"
2171,"43073737-OR"
2171,"53040578-01"
2171,"53050595-OR"
2171,"53080545-07"
2171,"43090723-OR"
2171,"43030715-OR"
2171,"53030647-07"
2191,"43005802-OR"
2191,"43025786-OR"
2191,"53050548-99"
2191,"53090511-CU"
2191,"43003756-OR"
2191,"53080604-05"
2191,"43017813-02"
2205,"43005802-OR"
2205,"53030636-07"
2205,"53030691-OR"
2205,"53060830-OR"
2205,"53050632-08"
2205,"53080641-76"
2229,"43005802-OR"
2229,"53090511-CU"
2229,"53043037-OR"
2229,"53033776-OR"
2229,"43060860-03"
2229,"43005032-99"
2229,"53080801-99"
2241,"43005802-OR"
2241,"43073737-OR"
2241,"53040578-01"
2241,"53040593-08"
2241,"43090723-OR"
2241,"41047807-20"
2241,"53080913-02"
2250,"43005802-OR"
2250,"43063738-46"
2250,"43025786-OR"
2250,"53050576-01"
2250,"43030693-OR"
2250,"43087779-01"
2250,"53080982-01"
2264,"43005802-OR"
2264,"43073737-OR"
2264,"53040578-01"
2264,"43060804-OR"
2264,"53083023-70"
2296,"43005802-OR"
2296,"53043037-OR"
2296,"53033776-OR"
2296,"43047042-07"
2296,"43065018-TC"
2296,"53083725-81"
2374,"43005802-OR"
2374,"43063738-46"
2374,"43025786-OR"
2374,"53090511-CU"
2374,"43005033-OR"
2374,"43095022-OR"
2374,"53090544-50"
2374,"43045819-50"
2391,"43005802-OR"
2391,"43073737-OR"
2391,"43090723-OR"
2391,"53080528-28"
2391,"41085028-20"
2391,"53090599-05"
2405,"43005802-OR"
2405,"43073737-OR"
2405,"43063738-46"
2405,"43025786-OR"
2405,"43047042-07"
2405,"43095747-20"
2405,"53090656-17"
2405,"43057721-15"
2406,"43005802-OR"
2406,"43073737-OR"
2406,"43063738-46"
2406,"43025786-OR"
2406,"53090511-CU"
2406,"43003756-OR"
2406,"53090656-70"
2406,"43059077-05"
2441,"43005802-OR"
2441,"53030636-07"
2441,"43057767-70"
2441,"43013749-09"
2441,"53090906-02"
685,"43085020-99"
685,"53070861-11"
685,"53043037-OR"
685,"53000586-TC"
685,"53003725-99"
685,"43035022-23"
1194,"43085020-99"
1194,"43073737-OR"
1194,"41045815-45"
1194,"53030662-99"
1194,"43003763-OR"
2195,"43085020-99"
2195,"43073737-OR"
2195,"43088834-05"
2195,"43079077-05"
2195,"53080604-70"
2197,"43085020-99"
2197,"43073737-OR"
2197,"53060637-92"
2197,"43095022-OR"
2197,"53080604-99"
2197,"43027039-77"
2383,"43085020-99"
2383,"43035019-08"
2383,"43025787-OR"
2383,"53090588-01"
2383,"43037766-11"
17,"43073737-OR"
17,"53050576-01"
17,"43057767-70"
17,"51000640-12"
17,"43015037-12"
17,"43035023-12"
17,"43003746-05"
32,"43073737-OR"
32,"53040609-CU"
32,"53090511-CU"
32,"53080809-OR"
32,"51003050-99"
173,"43073737-OR"
173,"53030636-07"
173,"43003754-OR"
173,"51093712-06"
173,"51030638-02"
173,"51033705-03"
173,"53090693-08"
198,"43073737-OR"
198,"53040593-08"
198,"43087766-OR"
198,"43027739-99"
198,"51040588-02"
198,"43065819-50"
199,"43073737-OR"
199,"43025786-OR"
199,"43003754-OR"
199,"51040588-99"
199,"43035756-16"
199,"43077738-CU"
199,"43033720-15"
199,"43045787-OR"
201,"43073737-OR"
201,"43035019-08"
201,"43063738-OR"
201,"43003754-OR"
201,"53090511-CU"
201,"43080721-OR"
201,"51040592-99"
201,"43053737-OR"
201,"43015795-OR"
202,"43073737-OR"
202,"53090511-CU"
202,"53030691-OR"
202,"53080828-OR"
202,"51040612-35"
202,"53060546-15"
202,"53050632-08"
205,"43073737-OR"
205,"43047758-05"
205,"43063738-OR"
205,"53070592-08"
205,"53050630-09"
205,"43003751-OR"
205,"51040615-99"
205,"41037796-26"
205,"43059063-05"
264,"43073737-OR"
264,"43003754-OR"
264,"43053725-OR"
264,"43015773-20"
264,"51050592-02"
264,"51070586-02"
264,"43095781-07"
321,"43073737-OR"
321,"43063738-46"
321,"43025786-OR"
321,"43063738-OR"
321,"53090511-CU"
321,"53070592-08"
321,"43003756-OR"
321,"53050595-OR"
321,"51060587-02"
346,"43073737-OR"
346,"53080809-OR"
346,"51070804-99"
346,"51053704-99"
346,"51063044-99"
376,"43073737-OR"
376,"43003754-OR"
376,"43053725-OR"
376,"43063762-08"
376,"43015773-20"
376,"51050592-02"
376,"51070586-02"
376,"43025758-08"
496,"43073737-OR"
496,"43025786-OR"
496,"51090485-70"
496,"43087708-92"
496,"43017744-99"
496,"43037755-07"
496,"43015794-OR"
509,"43073737-OR"
509,"53090511-CU"
509,"53080809-OR"
509,"53050681-OR"
509,"51090750-05"
509,"53073037-99"
849,"43073737-OR"
849,"53020607-07"
849,"53030636-07"
849,"43003754-OR"
849,"53010991-37"
849,"53090614-02"
978,"43073737-OR"
978,"53030636-07"
978,"53080809-OR"
978,"53050681-OR"
978,"53020603-70"
1149,"43073737-OR"
1149,"53090511-CU"
1149,"43065748-02"
1149,"53030553-TO"
1172,"43073737-OR"
1172,"43003754-OR"
1172,"43057767-70"
1172,"43057797-07"
1172,"43027025-99"
1172,"53030613-05"
1172,"53040613-05"
1358,"43073737-OR"
1358,"43013764-01"
1358,"43023763-01"
1358,"43095022-OR"
1358,"53040524-56"
1358,"43005014-56"
1358,"43005038-01"
1368,"43073737-OR"
1368,"43097754-99"
1368,"53040521-07"
1368,"41047044-20"
1368,"53040548-99"
1381,"43073737-OR"
1381,"43003754-OR"
1381,"43057767-70"
1381,"43057797-07"
1381,"43027025-99"
1381,"53030613-05"
1381,"53040613-05"
1387,"43073737-OR"
1387,"53050548-99"
1387,"43057797-07"
1387,"43095022-OR"
1387,"43027025-08"
1387,"53040623-76"
1531,"43073737-OR"
1531,"43003754-OR"
1531,"53090511-CU"
1531,"43033720-15"
1531,"43035799-09"
1531,"43015788-OR"
1531,"43055757-02"
1531,"53050546-05"
1531,"53060546-05"
1553,"43073737-OR"
1553,"43063738-46"
1553,"43030693-OR"
1553,"53090511-CU"
1553,"43033720-15"
1553,"53050602-TO"
1553,"53070602-TO"
1553,"43049062-05"
1553,"43065789-30"
1553,"43025797-52"
1562,"43073737-OR"
1562,"43063738-46"
1562,"53050576-01"
1562,"43003756-OR"
1562,"43003751-OR"
1562,"43015024-99"
1562,"43023763-01"
1562,"53050623-56"
1606,"43073737-OR"
1606,"43063738-46"
1606,"43047758-05"
1606,"43003754-OR"
1606,"53030715-OR"
1606,"53050831-OR"
1606,"43077738-CU"
1606,"43095747-20"
1606,"53050881-17"
1748,"43073737-OR"
1748,"43003754-OR"
1748,"53090511-CU"
1748,"43033720-15"
1748,"43035799-09"
1748,"43015788-OR"
1748,"43055757-02"
1748,"53050546-05"
1748,"53060546-05"
1770,"43073737-OR"
1770,"43025786-OR"
1770,"43003754-OR"
1770,"43035012-05"
1770,"53060592-12"
1770,"43080696-80"
1770,"43057718-08"
1772,"43073737-OR"
1772,"43047758-05"
1772,"43003754-OR"
1772,"43027739-99"
1772,"43013748-01"
1772,"53060600-56"
1773,"43073737-OR"
1773,"53040519-08"
1773,"43090725-32"
1773,"53090517-08"
1773,"53060600-99"
1773,"43037764-05"
1775,"43073737-OR"
1775,"43003754-OR"
1775,"53050630-09"
1775,"41037796-26"
1775,"53070602-TM"
1775,"53060602-TM"
1780,"43073737-OR"
1780,"43063738-46"
1780,"43025786-OR"
1780,"53090511-CU"
1780,"43023758-08"
1780,"43005812-52"
1780,"53060609-12"
